,predict,true
0,38.056922092797706,37.314999
1,37.30864471168124,37.66
2,37.60825203408977,40.285
3,40.181280289220666,40.630001
4,40.684206268043646,42.154999
5,42.15459188713564,41.389999
6,41.482878911520935,42.452499
7,42.42645067341866,42.237499
8,42.278685971324805,43.927502
9,43.87761745684013,43.599998
10,43.668887558019236,45.985001
11,45.9176717685011,44.375
12,44.52928610020289,43.445
13,43.476438233342634,44.217499
14,44.147215842446826,44.125
15,44.13123657746774,44.3125
16,44.30695828481224,44.889999
17,44.87330709340465,45.57
18,45.56467200325047,45.75
19,45.77631347962911,47.154999
20,47.122951810137856,47.064999
21,47.12512416562676,47.737499
22,47.73898406656224,47.947498
23,47.97294426668747,47.314999
24,47.3640728817677,48.025002
25,47.98633609529885,47.884998
26,47.90651026762731,47.502499
27,47.523443974100964,46.174999
28,46.21678396952216,47.052502
29,46.96626934431815,46.822498
30,46.83265971283744,46.575001
31,46.582566922672534,47.1175
32,47.08519421195438,47.6675
33,47.65744047936887,47.7925
34,47.813610982940645,46.727501
35,46.7886230152576,44.522499
36,44.5813187658742,44.8325
37,44.73549157940331,45.25
38,45.19841605471986,45.1175
39,45.12188472520109,45.797501
40,45.76945369109074,45.752499
41,45.773813214029836,44.962502
42,45.00293453997562,43.2775
43,43.32106249089275,43.48
44,43.411077769651946,42.547501
45,42.55455473143353,42.205002
46,42.17815525189256,39.612499
47,39.674758591225775,40.509998
48,40.37501019620153,39.895
49,39.89276679103914,40.047501
50,40.01484223769509,39.1325
51,39.159865027265724,37.9375
52,37.949420328173346,38.764999
53,38.6733811100604,38.049999
54,38.07465797322114,36.830002
55,36.85620579542102,36.287498
56,36.2536103085162,35.8325
57,35.800250576988134,35.084999
58,35.07236379316866,34.7775
59,34.74223256678425,33.865002
60,33.86332434388362,33.445
61,33.409728629695465,35.75
62,35.62168349153303,35.32
63,35.397312506586985,35.945
64,35.945586433185724,36.375
65,36.38950800496691,37.107498
66,37.11144689030608,37.6875
67,37.70852604928564,36.549999
68,36.63713601253478,37.064999
69,37.02561879849796,36.16
70,36.19927114358455,36.2575
71,36.224594815229615,38.220001
72,38.12872343949704,38.279999
73,38.34147420770222,38.525002
74,38.55660473274369,37.939999
75,37.989554869130174,38.165001
76,38.14785839451043,37.869999
77,37.882399917624106,39.814999
78,39.72838612796839,40.807499
79,40.832208501287425,41.057499
80,41.120832157194215,41.5425
81,41.5707694221505,40.557499
82,40.63223106806687,40.6875
83,40.66601675135475,40.057499
84,40.073212603384356,39.302502
85,39.30552953463686,39.327499
86,39.285593567393924,40.014999
87,39.96886495443703,41.57
88,41.528720080112016,41.9025
89,41.95474588829698,41.817501
90,41.86686825446319,41.77
91,41.78968333309532,42.427502
92,42.40880091047292,42.544998
93,42.56499394077399,42.110001
94,42.1431805185196,42.830002
95,42.796729155016564,43.915001
96,43.89544076233642,44.665001
97,44.68791711174422,43.345001
98,43.4428918810136,43.767502
99,43.73344389439133,43.705002
100,43.70649677056805,43.862499
101,43.85606982904432,42.18
102,42.24631218973898,41.23
103,41.20988610713658,40.297501
104,40.264939202975306,37.697498
105,37.711773704854366,38.087502
106,37.94337221746453,38.4725
107,38.40730739863531,39.564999
108,39.52523814240486,38.544998
109,38.6179808434351,37.862499
110,37.87144986095405,39.012501
111,38.940174343380406,37.517502
112,37.59156118208586,37.192501
113,37.16667698978889,39.889999
114,39.76189674053086,42.695
115,42.68417779178694,41.967499
116,42.11197027920103,42.807499
117,42.82798311961837,42.869999
118,42.911571118569434,40.610001
119,40.700494958069385,41.362499
120,41.2792020907197,40.450001
121,40.46742016425446,40.305
122,40.278781168535254,41.75
123,41.682603901880746,41.877499
124,41.90864630248466,41.0425
125,41.09372316407017,42.189999
126,42.137458569821305,44.935001
127,44.875449963317706,44.662498
128,44.76600983637156,45.125
129,45.1554764042589,45.794998
130,45.807215899066826,46.0825
131,46.11008492156003,46.067501
132,46.09521235386789,45.485001
133,45.5152482074782,45.052502
134,45.05308734102955,45.267502
135,45.239823521540494,44.994999
136,44.9990035570351,44.235001
137,44.24903252737192,43.172501
138,43.17611070219431,43.709999
139,43.64614655184879,43.1325
