,predict,true
0,38.11479012717983,42.96174796591022
1,40.64140263609872,41.078721710779334
2,40.976109465808996,43.625791731956355
3,42.59672337665094,40.625406112864376
4,41.8387099683542,43.42211908847907
5,42.94040394194664,42.04854732658134
6,42.67173950297153,45.57631802867519
7,44.361753650830835,43.32237854315987
8,44.01825598124273,48.30111444198076
9,46.41393214328557,42.8323282314989
10,44.82427652054438,42.36071389979711
11,44.02008152910756,44.95855976665736
12,44.679223477086566,44.102784157553174
13,44.5403416697548,44.49376342253226
14,44.76627951546219,45.47303971518777
15,45.323659762166855,46.26669290659535
16,45.99075678990399,45.93532799674953
17,46.19023990222509,48.53368452037088
18,47.580807600991356,47.007046189862145
19,47.49366069755196,48.34987383437324
20,48.20474352271992,48.15601193343777
21,48.39241988171204,46.65705373331253
22,47.80066984159703,48.685931118232304
23,48.49054412361535,47.78365990470115
24,48.31990424193151,47.09848773237269
25,47.98211062654199,44.826554025899036
26,46.685552476764364,47.88822003047783
27,47.515950292575596,46.67872665568186
28,47.23460363488029,46.31734228716256
29,47.04533196068599,47.652433077327466
30,47.56283847665241,48.24980578804561
31,48.08544990000219,47.92755952063112
32,48.23426873688504,45.641391017059355
33,47.225742648216965,42.25637498474241
34,45.08469143509417,45.083681234125805
35,45.3379092272419,45.764508420596684
36,45.643683612817696,45.03658394528014
37,45.544725976097546,46.4731172747989
38,46.2372843192474,45.73554430890926
39,46.187099721159505,44.151190785970165
40,45.4523297793288,41.55206546002439
41,43.81209607477222,43.638937509107244
42,43.97820738162094,41.68392423034805
43,42.99230450469746,41.855449268566474
44,42.685660489948745,37.046842748107444
45,40.12845248775783,41.34523740877423
46,41.00207674884054,39.41498980379848
47,40.2914720649058,40.20223520896085
48,40.50288632081353,38.25015776230491
49,39.59770274718302,36.715134972734276
50,38.449764425787635,39.58057767182666
51,39.21486528717298,37.4266168899396
52,38.473211821487745,35.58534602677885
53,37.33989260019244,35.71879020457898
54,36.78321945225018,35.411389691483805
55,36.288367914215,34.36974742301187
56,35.54829347065508,34.482636206831344
57,35.24085718960606,32.98777143321574
58,34.32969439002238,33.02667565611638
59,33.917443914519836,38.09027137030453
60,36.12706871158384,35.01831650846697
61,35.70294208779998,36.49268749341301
62,36.42613716937461,36.804413566814276
63,36.81522154409045,37.825487995033086
64,37.5474381477352,38.26355310969392
65,38.124919329314935,35.39147195071436
66,37.04564514778106,37.49286198746522
67,37.55931658244495,35.294381201502034
68,36.61998748889476,36.315728856415454
69,36.73615448043271,40.21540718477039
70,38.60063779048352,38.43127456050295
71,38.673237683835566,38.70852979229778
72,39.004974146357966,37.32339326725631
73,38.42813508410744,38.34044713086982
74,38.644753797180336,37.59213960548957
75,38.324770749590506,41.747598082375895
76,40.22090958954867,41.88661187203161
77,41.177068220563854,41.28278949871258
78,41.511023175775605,41.964167842805786
79,42.01676970014656,39.544228577849495
80,41.051911842278756,40.74276893193313
81,41.18691622597557,39.44898124864524
82,40.519989559704165,38.53179139661563
83,39.792811572371846,39.349468465363145
84,39.79078340341916,40.74440443260608
85,40.43070674630524,43.17113504556296
86,41.95443361923555,42.276279919888
87,42.3135029669446,41.68025611170302
88,42.29805281452369,41.67313174553681
89,42.253586551603085,43.065320666904675
90,42.87726656651502,42.68119508952707
91,42.98215901154616,41.655008059226006
92,42.586318283450325,43.5168234814804
93,43.288334287834786,45.03327284498342
94,44.319102679784464,45.43456123766357
95,45.08096575581008,42.00208488825579
96,43.83738644435474,44.0921121189864
97,44.27785901070145,43.67656010560867
98,44.141848112530866,44.01850122943195
99,44.31553759771345,40.50393017095568
100,42.676431853215924,40.213687810261014
101,41.762668940712786,39.38511589286341
102,40.77675290317443,35.1300567970247
103,38.20123438176286,38.463230295145635
104,38.566174296188436,39.001627782535465
105,38.844852012711925,40.72269060136469
106,39.959236369524305,37.56475785759513
107,38.99146572316723,37.1070171565649
108,38.382472190284496,40.15355213904594
109,39.45520717123456,36.094829656619595
110,37.9618074136418,36.79344081791414
111,37.709226063485026,42.613321010211116
112,40.26981724414719,45.62810325946914
113,42.99793574781492,41.25082020821306
114,42.37627902983046,43.50302772079897
115,43.33624551547713,42.912014880381626
116,43.32417375180727,38.30843088143057
117,41.131850494053424,42.024503041930615
118,41.88779907129145,39.6207999092803
119,40.873682293799675,40.142579835745536
120,40.78590541370203,43.221218831464746
121,42.163330501574045,42.072394098119254
122,42.2738269438974,40.17635369751534
123,41.52917708562664,43.28627483592983
124,42.65907127362151,47.732543430178694
125,45.28988442610343,44.44954603668229
126,45.04379096525492,45.48399016362844
127,45.62858263952463,46.4345195957411
128,46.246890306310554,46.35778410093318
129,46.52849564000104,46.02491707843996
130,46.53354345123232,44.8747896461321
131,45.968204496531165,44.58975579252179
132,45.54343705101719,45.48191665897045
133,45.727349789307446,44.750174478459506
134,45.439225075313225,43.47099844296489
135,44.71331673876909,42.09596947262808
136,43.67032920066271,44.2438872978057
137,44.17566289115085,42.618853448151214
138,43.5590295561592,45.973387549609
139,44.99625200114282,44.17614174794929
140,44.740950320441904,41.50425275887519
141,43.448990773279675,44.03839799663686
142,44.01465797441494,43.53753375989903
143,43.919682886482214,43.023901747055085
144,43.718857836136024,47.38763587089905
145,45.744603784385575,45.73152749150668
146,45.87342368398199,46.62013532723895
147,46.54887917827007,42.512377992500575
148,44.80369058962193,45.95611984548625
149,45.69001587551784,46.40247934180547
150,46.15442938233424,47.253815166369904
151,46.91730587126403,46.770452350362255
152,47.07111987193463,51.523579177393216
153,49.506070072539416,48.07009112064448
154,48.9546622148754,48.488474906988934
155,49.088266991772855,46.64262486027411
156,48.11700635429105,50.34001491345492
157,49.4618749669887,48.874277817835676
158,49.30445213548053,48.61196931761205
159,49.247790325522324,49.63859999573241
160,49.672247313306464,53.068168272398346
161,51.53187259552812,52.31137560555221
162,52.08542947300859,49.71479941240362
163,51.22146125862336,50.6860416012075
164,51.26617236291445,49.76370331576978
165,50.72184532482258,51.028605117346615
166,51.10850447529792,54.63244119173051
167,53.014097048811486,52.24256474656625
168,52.795682451568744,51.34726796967112
169,52.41092562888196,52.219942100636935
170,52.569589795475466,51.81334887206032
171,52.39757417355324,52.13876891406845
172,52.50450176204059,52.76589619194654
173,52.84558582162343,51.893165808495894
174,52.59245501115617,52.73329568020622
175,52.91108074691209,49.65862483322897
176,51.52577399002361,55.03888442767811
177,53.526533560519916,51.03166086663844
178,52.39624900686775,53.51622928101601
179,53.282720177243306,52.33158003389637
180,52.97916849350059,52.87432600880539
181,53.189814480912396,57.88632227436714
182,55.68287054984461,53.288916783643856
183,54.654548360125865,54.74929685915438
184,55.081971074211914,53.80690807441632
185,54.65143731338143,50.414087056096804
186,52.842022590372856,51.449845639399705
187,52.44291393213927,52.839266577427985
188,52.783646804549896,52.076641396688736
189,52.60789974802604,53.90158280617126
190,53.47471003810611,53.081637651522485
191,53.466653036297586,53.925596624526236
192,53.94846798734769,55.17938580350582
193,54.75879425788811,57.71336358813735
194,56.4093404719558,56.005063859158014
195,56.41673177376698,56.50746167353298
196,56.77089612551761,57.83190678952718
197,57.51740584853486,57.68721698791
198,57.813152662402175,60.32803248946473
199,59.29026434297086,60.845560152914985
200,60.243715590454485,59.53992471487769
201,60.166333395247484,59.53484234842583
202,60.15039960748395,59.91004433473101
203,60.26689548512272,58.63295338763233
204,59.68963995987234,56.913746035090355
205,58.58739947760668,59.544574739953134
206,59.29002779533154,61.201974145540646
207,60.35849739912927,58.099142692579875
208,59.460059640423545,59.439808456021545
209,59.76471732821461,60.716303082510024
210,60.408938626831976,60.23329182990365
211,60.524921104664955,61.39620831361469
212,61.201742332078624,61.411896943285306
213,61.5156077259107,64.89324552397105
214,63.40709113592648,60.68660276060559
215,62.26199026409723,60.84830969084548
216,61.93441222940598,63.053359062990566
217,62.68329989461773,62.45525147409565
218,62.738262655733806,61.63733712044074
219,62.45505215542258,63.04418468935549
220,62.98684892470468,63.926315206936714
221,63.63348090818141,62.03693474871709
222,63.076749900550915,57.42877750909607
223,60.60800301052709,63.84500345133165
224,62.47883471879074,60.93150000010041
225,61.75383692967325,61.485982443551016
226,61.93022444042946,56.76996287498306
227,59.631295023910134,60.96526078368036
228,60.58431046653547,63.5936897210065
229,62.118679960551496,63.6794405396297
230,63.04977825718497,64.4268225387993
231,63.98421710383358,62.212876243809326
232,63.36885153067972,68.51102891313171
233,66.16311440412022,68.30829338712047
234,67.3074794892148,69.25748071806059
235,68.5695695389872,67.2032453750009
236,68.1758099761089,77.0996544352013
237,72.83410470296364,75.98367869261664
238,74.46821103524628,83.06417522379074
239,79.17954586324024,75.5540566166525
240,77.7172027717865,69.4819268495323
241,74.20908736322885,62.95173396970266
242,68.93944760331607,62.74898549170422
243,66.04772149607813,68.55035866758764
244,67.40248627713137,59.54485641124219
245,63.46711555375499,71.88570082941989
246,68.01242442992478,70.92975777307817
247,69.40390347345611,63.740982265496534
248,66.9259712979976,75.64360643700111
249,71.61318823730079,65.70491706866082
250,68.73467363612586,64.43166052675694
251,67.1222832732193,56.20053691783218
252,61.907276387319925,69.17235535710681
253,65.72535144625535,58.33153223218093
254,62.045438142773286,46.28780753252637
255,54.77361712054256,66.23961017328068
256,60.55457691654807,38.65618964276284
257,50.272221100281726,58.338283411204685
258,54.10489534379502,48.46875511578445
259,51.32836214689051,55.33775292905534
260,53.39207999061328,50.10111572195309
261,52.118823215494345,54.53708889021091
262,53.433945788076144,71.71006400062396
263,61.74200991385285,61.53254096548064
264,62.37914149516714,66.11094710541688
265,64.88017871167825,61.95045172698141
266,63.93532323258741,69.1901437498707
267,66.53511996366365,65.82614694193404
268,66.51360251905875,55.30086298397012
269,61.926286996221435,66.21748594918262
270,63.75119424345767,59.03066419088756
271,61.642624378623296,72.8462852885787
272,66.73427708639059,63.4161718462571
273,65.72766687241551,67.82953137718061
274,67.09047157458623,64.93623281208293
275,66.36463598539153,68.93973912123307
276,67.68863154339448,74.80756706686935
277,71.0291080945476,69.79158332204786
278,71.01391624241815,76.54775461306205
279,73.82719134375515,72.84341977961978
280,73.78467391970938,70.01314797378618
281,72.50535612612558,62.70395724796845
282,68.3174475181179,75.28063640064049
283,71.13334185578292,71.66096395686587
284,71.51703614490182,73.5051653732504
285,72.80404390294552,76.16129727622891
286,74.568589838768,71.51614997517204
287,73.62899809117414,75.92487235259532
288,74.83867574010166,71.85401428904261
289,73.76713173023599,67.98446345337491
290,71.45708812753702,74.6953527439916
291,72.81223198884072,74.70398403955969
292,73.79141468177042,75.45408125920477
293,74.87844392055351,77.94243666568727
294,76.5355378884211,80.12393356381507
295,78.4585926577703,83.21841292560946
296,80.95847287541993,75.44695675061958
297,79.05173715382006,76.81759919872474
298,78.26631631402347,82.95428832979826
299,80.29764767220534,90.06141771709595
300,84.84355935688252,90.50225971040875
301,87.97021394974475,88.30274906807658
302,88.76583305931331,90.90381858233593
303,90.10627689455353,85.85093112427774
304,88.52976126479197,92.3568816524062
305,90.3588754083926,84.59304769798786
306,88.07320218306559,82.73062681269057
307,85.87987039562171,84.4566816582647
308,85.16592891515718,92.95646734514632
309,88.62590145724266,88.02246976239235
310,88.76922908496756,87.9273582057286
311,88.8105948907447,87.0349503558564
312,88.21923529404094,87.58114233323835
313,88.08801167964705,90.80913661579743
314,89.44287156720856,87.13424136161683
315,88.71408446968853,92.55154992791164
316,90.62217310207758,97.24724385144414
317,93.80659072823678,82.47820106373061
318,89.3686352554416,89.45855618601709
319,89.5166325739321,94.76562702523478
320,91.72016018401655,90.12714790399613
321,91.35262220745605,93.6272921939817
322,92.67656851393421,92.18717543261808
323,92.70111423972448,92.90008283989208
324,93.05535466723374,97.93814015150518
325,95.39250750157547,94.07157155063439
326,95.16386843849149,89.82976095885881
327,93.1750850376228,97.08400570835461
328,94.93730982912486,88.80011855370672
329,92.44740459448151,91.84417131417938
330,92.36390209489636,98.22048674735447
